CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
11039,,Marc,J,Martin,,9353 Creekside Dr.,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0183,12/17/1948,Partial College,Clerical,M,M,1,2,0,3,57554
11040,,Jesse,,Murphy,,3350 Kingswood Circle,,Tacoma,Washington,United States,98403,961-555-0176,8/1/1977,Partial College,Skilled Manual,M,M,1,2,0,0,56405
11041,,Amanda,M,Carter,,5826 Escobar,,Glendale,California,United States,91203,295-555-0145,10/16/1977,Partial College,Skilled Manual,F,M,1,2,0,0,70325
11042,,Megan,J,Sanchez,,1397 Paraiso Ct.,,Los Angeles,California,United States,90012,404-555-0199,6/13/1977,Partial College,Skilled Manual,F,M,1,2,0,0,72395
11043,,Nathan,M,Simmons,,1170 Shaw Rd,,Glendale,California,United States,91203,296-555-0181,2/24/1976,Partial College,Skilled Manual,M,M,1,2,0,0,94474
11044,,Adam,L,Flores,,6935 Candle Dr,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0163,5/24/1949,Partial High School,Clerical,M,M,1,2,1,2,15739
11045,,Leonard,G,Nara,,7466 La Vista Ave.,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0151,5/19/1950,High School,Skilled Manual,M,S,0,2,0,3,47832
11046,,Christine,,Yuan,,2356 Orange St,,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0113,3/22/1950,High School,Skilled Manual,F,M,1,2,0,3,43207
11047,,Jaclyn,D,Lu,,2812 Mazatlan,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0137,2/27/1950,High School,Skilled Manual,F,M,0,2,0,3,39048
11048,,Jeremy,,Powell,,1803 Potomac Dr.,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0183,11/22/1950,High School,Skilled Manual,M,M,1,2,0,3,52220
11049,,Carol,C,Rai,,6064 Madrid,,Chula Vista,California,United States,91910,654-555-0180,7/18/1980,Partial High School,Clerical,F,S,1,2,0,0,54518
11050,,Alan,,Zheng,,2741 Gainborough Dr.,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0135,9/7/1951,High School,Skilled Manual,M,M,1,2,0,3,44758
11051,,Daniel,,Johnson,,8085 Sunnyvale Avenue,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0155,8/4/1951,High School,Skilled Manual,M,S,0,2,0,3,41987
11052,,Heidi,,Lopez,,2514 Via Cordona,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0168,8/7/1951,Partial College,Clerical,F,S,0,2,0,2,50457
11053,,Ana,E,Price,,1660 Stonyhill Circle,,San Diego,California,United States,92102,859-555-0113,8/20/1980,Partial College,Skilled Manual,F,M,0,2,0,0,66320
11054,,Deanna,,Munoz,,5825 B Way,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0192,3/10/1952,Partial College,Skilled Manual,F,M,1,2,0,2,51777
11055,,Gilbert,,Raje,,8811 The Trees Dr.,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0129,3/5/1952,Partial College,Skilled Manual,M,M,1,2,0,2,56048
11056,,Michele,L,Nath,,5464 Janin Pl.,,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0178,4/3/1953,Partial College,Skilled Manual,F,M,1,2,0,3,48723
11057,,Carl,J,Andersen,,6930 Lake Nadine Place,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0181,10/12/1953,Graduate Degree,Management,M,M,1,2,0,2,109634
11058,,Marc,,Diaz,,6645 Sinaloa,,Findon,South Australia,Australia,5023,1 (11) 500 555-0149,4/27/1954,Partial College,Skilled Manual,M,M,1,2,0,2,115871
11059,,Ashlee,J,Andersen,,8255 Highland Road,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0112,4/1/1954,Partial College,Skilled Manual,F,S,1,2,0,2,87031
11060,,Jon,L,Zhou,,6574 Hemlock Ave.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0174,3/17/1954,Partial College,Skilled Manual,M,M,1,2,0,2,115902
11061,,Todd,M,Gao,,8808 Geneva Ave,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0191,2/27/1954,Partial College,Skilled Manual,M,M,1,2,0,2,128828
11062,,Noah,D,Powell,,9794 Marion Ct,,Portland,Oregon,United States,97205,767-555-0113,9/2/1975,High School,Skilled Manual,M,M,1,2,0,0,40090
11063,,Angela,,Murphy,,4927 Virgil Street,# 21,Redmond,Washington,United States,98052,451-555-0162,4/7/1975,High School,Skilled Manual,F,S,1,2,0,0,53817
11064,,Chase,,Reed,,2721 Alexander Pl.,,Downey,California,United States,90241,892-555-0184,12/7/1975,High School,Skilled Manual,M,M,1,2,0,0,51564
11065,,Jessica,,Henderson,,9343 Ironwood Way,,La Jolla,California,United States,92806,278-555-0186,10/9/1973,Partial College,Skilled Manual,F,M,0,2,0,0,72455
11066,,Grace,T,Butler,,4739 Garden Ave.,,Lebanon,Oregon,United States,97355,712-555-0141,11/27/1973,Partial College,Professional,F,M,1,2,0,0,85186
11067,,Caleb,F,Carter,,9563 Pennsylvania Blvd.,,Port Orchard,Washington,United States,98366,944-555-0167,9/25/1976,Partial College,Professional,M,S,1,2,0,0,92890
11068,,Tiffany,,Liang,,3608 Sinclair Avenue,# 701,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0177,9/23/1955,High School,Skilled Manual,F,S,1,2,0,2,106900
11069,,Carolyn,,Navarro,,4606 Springwood Court,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0145,9/21/1955,High School,Skilled Manual,F,S,0,2,0,2,94251
11070,,Willie,T,Raji,,6260 Vernal Drive,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0151,4/5/1955,High School,Skilled Manual,M,M,1,2,0,2,116088
11071,,Linda,,Serrano,,9808 Shaw Rd.,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0130,6/26/1955,High School,Skilled Manual,F,S,1,2,0,2,82681
11072,,Casey,,Luo,,9513 Roslyn Drive,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0125,2/6/1955,High School,Skilled Manual,F,S,0,2,0,2,101524
11073,,Amy,,Ye,,2262 Kirkwood Ct.,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0185,8/14/1956,High School,Skilled Manual,F,S,1,2,0,2,64836
11074,,Levi,A,Arun,,4661 Bluetail,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0127,8/28/1956,High School,Skilled Manual,M,S,1,2,0,2,90495
11075,,Felicia,L,Jimenez,,786 Eastgate Ave,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0165,11/16/1957,High School,Professional,F,S,1,2,0,2,103999
11076,,Blake,,Anderson,,5436 Clear,# 101,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0113,7/13/1957,High School,Professional,M,S,1,2,0,2,120471
11077,,Leah,,Ye,,1291 Arguello Blvd.,,Melton,Victoria,Australia,3337,1 (11) 500 555-0154,9/19/1957,High School,Professional,F,S,0,2,0,2,104832
11078,,Gina,E,Martin,,1349 Sol St.,,Cliffside,British Columbia,Canada,V8Y 1L1,196-555-0114,1/10/1974,High School,Professional,F,S,0,2,0,0,44745
11079,,Donald,,Gonzalez,,4236 Malibu Place,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0137,3/11/1959,Graduate Degree,Management,M,S,1,2,0,0,176982
11080,,Damien,,Chander,,9941 Stonehedge Dr.,,Perth,South Australia,Australia,6006,1 (11) 500 555-0111,7/17/1959,Graduate Degree,Management,M,M,1,2,0,0,168784
11081,,Savannah,C,Baker,,1210 Trafalgar Circle,,Concord,California,United States,94519,478-555-0117,7/24/1966,Bachelors ,Management,F,M,1,3,2,2,130997
11082,,Angela,L,Butler,,6040 Listing Ct,,Fremont,California,United States,94536,579-555-0195,8/4/1966,Graduate Degree,Management,F,S,0,3,1,1,162741
11083,,Alyssa,F,Cox,,867 La Orinda Place,,Lincoln Acres,California,United States,91950,561-555-0140,3/15/1966,Graduate Degree,Management,F,M,1,3,1,1,148581
11084,,Lucas,,Phillips,,8668 St. Celestine Court,,Lebanon,Oregon,United States,97355,863-555-0172,9/12/1957,Partial High School,Skilled Manual,M,S,0,2,0,2,110991
11085,,Emily,,Johnson,,7926 Stephanie Way,,Newport Beach,California,United States,92625,850-555-0184,7/19/1957,High School,Professional,F,S,0,2,0,2,69896
11086,,Ryan,,Brown,,2939 Wesley Ct.,,Santa Monica,California,United States,90401,539-555-0198,12/23/1957,Partial College,Professional,M,M,1,0,1,2,106543
11087,,Tamara,L,Liang,,3791 Rossmor Parkway,,Chula Vista,California,United States,91910,178-555-0152,10/3/1957,Partial College,Professional,F,M,0,0,2,3,90919
11088,,Hunter,,Davis,,4308 Sand Pointe Lane,,San Diego,California,United States,92102,612-555-0141,11/25/1957,Bachelors ,Management,M,M,1,0,1,2,149350
11089,,Abigail,M,Price,,2685 Blackburn Ct,,Long Beach,California,United States,90802,532-555-0117,2/5/1957,Bachelors ,Management,F,S,1,1,1,2,108589
11090,,Trevor,,Bryant,,5781 Sharon Dr.,,Los Angeles,California,United States,90012,853-555-0174,12/17/1957,Partial College,Professional,M,S,1,1,0,2,126250
11091,,Dalton,,Perez,,6083 San Jose,,Haney,British Columbia,Canada,V2W 1W2,559-555-0115,4/4/1957,Partial College,Professional,M,M,1,1,0,2,125457
11092,,Cheryl,A,Diaz,,7297 Kaywood Drive,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0192,5/6/1967,Bachelors ,Professional,F,M,1,0,2,2,106032
11093,,Aimee,A,He,,1833 Olympic Drive,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0161,9/10/1967,Graduate Degree,Management,F,M,1,0,0,0,118158
11094,,Cedric,W,Ma,,3407 Oak Brook Place,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0115,4/1/1962,Partial College,Skilled Manual,M,S,0,1,0,1,99391
11095,,Chad,,Kumar,,1681 Lighthouse Way,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0151,9/1/1962,Partial College,Skilled Manual,M,S,1,1,0,1,79384
11096,,Andr_s,,Anand,,5423 Los Gatos Ct.,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0184,8/10/1962,Bachelors ,Professional,M,M,1,1,0,1,95764
11097,,Edwin,R,Nara,,719 William Way,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0112,10/27/1961,Partial College,Skilled Manual,M,M,1,1,0,1,83220
11098,,Mallory,S,Rubio,,6452 Harris Circle,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0157,5/1/1961,Partial College,Skilled Manual,F,S,0,1,0,1,65279
11099,,Adam,,Ross,,4378 Westminster Place,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0186,3/8/1961,Bachelors ,Professional,M,M,1,1,0,1,103722
11100,,Latasha,L,Navarro,,6954 Ranch Road,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0123,9/15/1960,Partial College,Skilled Manual,F,S,1,1,0,1,72926
11101,,Abby,L,Sai,,7074 N. Spoonwood Court,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0174,5/8/1965,Bachelors ,Professional,F,S,0,1,0,0,84418
11102,,Julia,L,Nelson,,2196 Coat Ct.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0124,4/21/1965,Bachelors ,Professional,F,S,1,4,5,5,116216
11103,,Cassie,,Chande,,9448 San Marino Ct.,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0166,10/17/1964,Bachelors ,Professional,F,S,1,1,0,0,83806
11104,,Edgar,A,Sara,,6127 Lilly Lane,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0125,3/11/1964,Bachelors ,Professional,M,M,0,1,0,0,96825
11105,,Candace,,Fernandez,,5029 Blue Ridge,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0162,12/28/1964,Bachelors ,Professional,F,S,0,1,0,0,79128
11106,,Jessie,,Liu,,3063 Blue Jay Drive,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0163,9/11/1964,Bachelors ,Professional,M,S,0,1,0,0,94583
11107,,Bianca,,Lin,,7530 Eola,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0121,9/9/1959,Bachelors ,Professional,F,M,1,1,0,1,110331
11108,,Kari,C,Alvarez,,9178 Thornhill Place,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0169,7/14/1963,Bachelors ,Professional,F,S,0,2,0,0,79636
11109,,Ruben,D,Kapoor,,1984 Glendale Circle,,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0132,11/5/1963,Bachelors ,Professional,M,S,0,2,0,0,98499
11110,,Curtis,,Yang,,4052 Mt. Wilson Way,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0127,6/6/1962,Partial College,Skilled Manual,M,M,1,1,0,1,95750
11111,,Meredith,T,Gutierrez,,7610 Northridge Ct.,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0179,2/23/1962,Partial College,Skilled Manual,F,M,1,1,0,1,78103
11112,,Crystal,C,Wang,,2773 Kirkwood Dr,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0134,9/9/1962,Partial College,Skilled Manual,F,M,1,1,0,1,84415
11113,,Micheal,A,Blanco,,596 Marfargoa Drive,,Perth,South Australia,Australia,6006,1 (11) 500 555-0131,2/21/1962,Bachelors ,Professional,M,M,1,2,4,5,94971
11114,,Leslie,C,Moreno,,7941 Cristobal,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0115,5/28/1962,Partial College,Skilled Manual,F,S,1,2,4,5,63301
11115,,Alvin,D,Cai,,7759 Azalea Avenue,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0191,2/12/1962,Partial College,Skilled Manual,M,M,1,2,4,5,85702
11116,,Clinton,E,Carlson,,7943 Cunha Ct.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0184,10/7/1962,Partial College,Skilled Manual,M,M,1,2,4,5,88208
11117,,April,,Deng,,485 Ash Lane,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0182,2/21/1961,Partial College,Skilled Manual,F,M,1,3,4,5,79359
11118,,Alvin,M,Zeng,,3853 Wildcat Circle,Unit 13c12,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0174,7/3/1957,Partial College,Skilled Manual,M,S,0,1,0,1,108516
11119,,Evan,V,James,,4157 Sierra Ridge,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0187,4/10/1935,Partial College,Clerical,M,S,0,2,0,2,39075
11120,,Beth,H,Jim_nez,,7401 Las Palmas,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0164,8/9/1936,Bachelors ,Management,F,S,1,1,0,2,48126
11121,,Orlando,,Suarez,,7743 Hames Dr,,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0198,11/18/1960,Partial College,Skilled Manual,M,M,1,3,4,5,109790
11122,,Byron,,Vazquez,,3187 Hackamore Lane,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0136,4/2/1960,Partial College,Skilled Manual,M,M,1,3,4,5,81225
11123,,Philip,A,Alvarez,,2775 Mt. Olivet Pl.,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,6/20/1960,Partial College,Skilled Manual,M,M,1,3,4,5,75041
11124,,Ross,F,Jordan,,6973 Dublin Court,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0126,7/27/1957,Partial College,Skilled Manual,M,S,1,1,0,1,122541
11125,,Dana,J,Navarro,,8481 Zartop Street,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0172,4/8/1956,Partial College,Skilled Manual,F,S,1,1,0,1,61124
11126,,Shaun,,Carson,,57 Wolf Way,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0155,4/7/1949,High School,Skilled Manual,M,M,0,2,1,2,32778
11127,,Jan,,Edwards,,9409 The Alameda,,San Gabriel,California,United States,91776,111-555-0118,10/21/1975,High School,Skilled Manual,F,M,1,1,0,0,37595
11128,,Samantha,,Long,,1606 Alderwood Lane,,Renton,Washington,United States,98055,175-555-0139,12/5/1975,High School,Skilled Manual,F,M,1,1,0,0,59104
11129,,Julia,M,Wright,,7397 Central Blvd.,,Sedro Woolley,Washington,United States,98284,456-555-0174,8/5/1975,High School,Skilled Manual,F,S,1,1,0,0,52434
11130,,Caroline,L,Russell,,3884 Bates Court,,Lebanon,Oregon,United States,97355,424-555-0137,1/6/1980,High School,Skilled Manual,F,M,1,2,0,0,42460
11131,,Amanda,,Rivera,,9573 Royal Oak Rd.,,Haney,British Columbia,Canada,V2W 1W2,918-555-0126,3/12/1980,High School,Skilled Manual,F,M,0,2,0,0,48292
11132,,Melissa,E,Richardson,,6832 Fruitwood Dr,,Langford,British Columbia,Canada,V9,928-555-0118,10/26/1980,High School,Skilled Manual,F,S,0,2,0,0,63195
11133,,Angela,,Griffin,,3828 Baltic Sea Ct,,Lake Oswego,Oregon,United States,97034,598-555-0174,9/8/1980,Partial High School,Clerical,F,S,0,2,0,0,29240
11134,,Larry,D,Townsend,,7034 Carson,,Perth,South Australia,Australia,6006,1 (11) 500 555-0130,2/26/1946,High School,Skilled Manual,M,S,1,2,0,5,18278
11135,,Marcus,L,Harris,,9068 Quiet Place Drive,,Burlingame,California,United States,94010,442-555-0119,11/3/1979,Partial High School,Clerical,M,S,0,2,0,0,46616
11136,,Brianna,D,Morgan,,9005 Eagle Ct.,,Metchosin,British Columbia,Canada,V9,954-555-0117,10/26/1978,High School,Skilled Manual,F,S,0,2,0,0,35036
11137,,Jasmine,A,Taylor,,2457 Matterhorn Court,,Spokane,Washington,United States,99202,557-555-0146,7/20/1978,High School,Skilled Manual,F,M,1,2,0,0,50294
11138,,Lauren,,Davis,,8105 Pembrook Court,,Glendale,California,United States,91203,832-555-0121,9/15/1978,High School,Skilled Manual,F,M,0,2,0,0,30036
11139,,Tanya,,Moreno,,6155 Wilbur Drive,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0185,11/9/1938,Partial College,Clerical,F,S,0,2,0,2,50589
11140,,Javier,L,Alvarez,,8935 Etcheverry Dr.,,Burbank,California,United States,91502,763-555-0134,2/11/1977,Partial High School,Clerical,M,S,0,2,0,0,61164
11141,,Nicole,,Ramirez,,1101 C Street,,Daly City,California,United States,94015,152-555-0162,6/21/1977,High School,Skilled Manual,F,M,0,2,0,0,38950
11142,,Eduardo,,Patterson,,6255 Macalvey Dr.,,Langford,British Columbia,Canada,V9,190-555-0184,8/14/1977,High School,Skilled Manual,M,S,0,2,0,0,54868
11143,,Jonathan,M,Henderson,,165 East Lane Road,,Lakewood,California,United States,90712,149-555-0113,2/4/1977,High School,Skilled Manual,M,M,1,2,0,0,52367
11144,,Edward,,Hernandez,,7607 Pine Hollow Road,,Ballard,Washington,United States,98107,178-555-0196,9/9/1979,High School,Skilled Manual,M,S,0,2,0,0,49617
11145,,Jasmine,L,Coleman,,1961 Oak Grove Road,,Beaverton,Oregon,United States,97005,857-555-0115,12/8/1979,High School,Skilled Manual,F,S,0,2,0,0,39550
11146,,Karla,L,Goel,,3272 Corrie Lane,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0137,8/26/1939,Bachelors ,Management,F,S,1,2,0,2,54820
11147,,Ernest,L,Wu,,1832 RiverRock Dr,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0139,2/5/1939,Graduate Degree,Management,M,M,1,1,0,2,111604
11148,,Ross,,Vazquez,,1201 Paso Del Rio Way,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0163,8/16/1941,Bachelors ,Management,M,M,1,2,0,2,89393
11149,,Theodore,,Gill,,9120 Pinewood Court,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0194,4/20/1941,Bachelors ,Management,M,M,1,2,0,2,66504
11150,,Russell,M,Shen,,4755 Easley Drive,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,3/15/1941,Bachelors ,Management,M,S,1,2,0,2,63306
11151,,Melinda,G,Gill,,805 Rainier Dr.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0117,2/25/1942,Graduate Degree,Management,F,S,0,1,0,2,105764
